Nivel,CodIBGE,Municipio,2007,2009,2011,2013,2015,2017
MU,1712405,Lizarda (TO),11242,15727,19597,24965,30967,34084
MU,1712454,Luzinópolis (TO),15502,18589,22805,36436,32511,33754
MU,1712504,Marianópolis do Tocantins (TO),23402,33555,40835,60716,82552,118724
MU,1712702,Mateiros (TO),28451,93311,79636,125520,103507,126132
MU,1712801,Maurilândia do Tocantins (TO),12209,16087,18698,24742,28407,33065
MU,1713205,Miracema do Tocantins (TO),293315,415065,427505,417036,503060,520536
MU,1713304,Miranorte (TO),63384,83657,116524,146539,203125,218788
MU,1713601,Monte do Carmo (TO),28961,56031,67588,81918,118830,158920
MU,1713700,Monte Santo do Tocantins (TO),9097,13386,18725,24667,30087,36442
MU,1713809,Palmeiras do Tocantins (TO),18456,32947,64961,56546,58073,64143
MU,1713957,Muricilândia (TO),15754,21882,27275,31596,38245,42999
MU,1714203,Natividade (TO),46596,61416,80042,112952,121955,114534
MU,1714302,Nazaré (TO),16823,22084,26190,36246,43100,44499
MU,1714880,Nova Olinda (TO),126175,127587,175356,216544,253617,269966
MU,1715002,Nova Rosalândia (TO),15319,22358,24674,30301,40683,48708
MU,1715101,Novo Acordo (TO),16581,20961,27493,32819,40814,46084
MU,1715150,Novo Alegre (TO),9609,12785,16543,20958,23634,26726
MU,1715259,Novo Jardim (TO),12285,38284,50037,26038,26534,28875
MU,1715507,Oliveira de Fátima (TO),7092,9714,12234,17283,18408,19566
MU,1715705,Palmeirante (TO),65892,32885,44212,60370,74792,81815
MU,1715754,Palmeirópolis (TO),43291,58499,66062,85374,104183,111405
MU,1716109,Paraíso do Tocantins (TO),419492,479138,643407,841620,1011003,1196353
MU,1716208,Paranã (TO),41222,88611,199032,255093,195055,212625
MU,1716307,Pau D'Arco (TO),20281,28770,37629,48368,55419,74359
MU,1716505,Pedro Afonso (TO),90376,162402,323050,420242,586469,666116
MU,1716604,Peixe (TO),308586,349530,445361,511246,545343,539063
MU,1716653,Pequizeiro (TO),22131,32132,39594,49021,70727,74438
MU,1716703,Colméia (TO),49176,62863,77873,96698,109809,142553
MU,1717008,Pindorama do Tocantins (TO),16208,25079,30903,38520,44280,48553
MU,1717206,Piraquê (TO),15088,22973,27347,34205,46092,45381
MU,1717503,Pium (TO),36911,50913,63949,80496,115757,139640
MU,1717800,Ponte Alta do Bom Jesus (TO),18519,21808,24842,34672,40987,44619
MU,1717909,Ponte Alta do Tocantins (TO),28527,38362,47511,59151,68534,78589
MU,1718006,Porto Alegre do Tocantins (TO),11362,14747,17526,22536,27128,28759
MU,1718204,Porto Nacional (TO),334917,448791,699645,923421,1372034,2627604
MU,1718303,Praia Norte (TO),22264,31243,41503,52995,59264,68564
MU,1718402,Presidente Kennedy (TO),24344,38039,51185,72122,45711,49744
MU,1718451,Pugmil (TO),20870,36109,31467,38344,44426,48530
MU,1718501,Recursolândia (TO),13493,19256,25618,30677,38136,40866
MU,1718550,Riachinho (TO),14970,20243,28411,36388,40528,44906
MU,1718659,Rio da Conceição (TO),8243,12064,11549,15267,16807,18994
MU,1718709,Rio dos Bois (TO),12986,27765,23276,27165,37085,44048
MU,1718758,Rio Sono (TO),21786,28816,36775,46332,53285,61135
MU,1718808,Sampaio (TO),14563,18165,21395,27399,31457,37199
MU,1718840,Sandolândia (TO),20745,29798,37931,47504,60076,69020
MU,1718865,Santa Fé do Araguaia (TO),32955,50542,59584,77117,91519,112724
MU,1718881,Santa Maria do Tocantins (TO),15678,17086,21850,32539,45500,39837
MU,1718899,Santa Rita do Tocantins (TO),18395,22751,24764,32596,46003,83663
MU,1718907,Santa Rosa do Tocantins (TO),23643,40615,55331,76075,109430,145602
MU,1719004,Santa Tereza do Tocantins (TO),9989,17870,18038,22415,24716,31852
MU,1720002,Santa Terezinha do Tocantins (TO),9417,13286,15326,22676,26833,30608
MU,1720101,São Bento do Tocantins (TO),14431,19574,25060,34669,43047,49308
MU,1720150,São Félix do Tocantins (TO),6931,10505,12082,14055,15009,18405
MU,1720200,São Miguel do Tocantins (TO),27901,41375,51247,69378,81610,101820
MU,1720259,São Salvador do Tocantins (TO),108549,31726,20839,25810,28872,33687
MU,1720309,São Sebastião do Tocantins (TO),15564,18680,25113,33802,37170,44135
MU,1720499,São Valério (TO),26569,37865,37138,54167,89407,135411
MU,1720655,Silvanópolis (TO),28576,46790,73931,78217,114823,146571
MU,1720804,Sítio Novo do Tocantins (TO),32386,40878,51216,65038,74661,88308
MU,1720853,Sucupira (TO),13358,20314,27023,37139,54742,58815
MU,1720903,Taguatinga (TO),74874,97398,144029,193306,265931,226791
MU,1720937,Taipas do Tocantins (TO),8752,10800,13390,17366,20313,21913
MU,1720978,Talismã (TO),18759,29032,36234,48192,66286,82211
MU,1721000,Palmas (TO),2336093,3149045,4407184,5794789,7394463,8246273
MU,1721109,Tocantínia (TO),22246,29117,37154,47927,58998,67221
MU,1721208,Tocantinópolis (TO),96123,121206,163002,210670,242602,293807
MU,1721257,Tupirama (TO),13461,27155,27997,79472,47485,46058
MU,1721307,Tupiratins (TO),25824,16080,16959,21891,24533,28469
MU,1722081,Wanderlândia (TO),88048,64711,99374,125772,138573,157728
MU,1722107,Xambioá (TO),58862,123774,274785,286393,313481,339089
MU,2100055,Açailândia (MA),1245953,1064802,1118520,1567270,2015260,2202287
MU,2100105,Afonso Cunha (MA),10990,16015,21081,27805,36080,44978
MU,2100154,Água Doce do Maranhão (MA),21666,29412,41380,53098,64838,73445
MU,2100204,Alcântara (MA),43774,55314,79659,87866,104435,116770
MU,2100303,Aldeias Altas (MA),42995,74829,91434,114885,208642,174528
MU,2100402,Altamira do Maranhão (MA),20621,26062,36217,45859,60097,56487
MU,2100436,Alto Alegre do Maranhão (MA),52730,83590,109427,164804,202298,220570
MU,2100477,Alto Alegre do Pindaré (MA),78298,98626,117278,134434,145518,182418
MU,2100501,Alto Parnaíba (MA),56080,134310,152707,248823,310911,287919
MU,2100550,Amapá do Maranhão (MA),14761,21646,24680,31556,39113,49167
MU,2100600,Amarante do Maranhão (MA),100579,114390,142057,195083,251507,274034
MU,2100709,Anajatuba (MA),52758,73849,98864,127903,149010,177430
MU,2100808,Anapurus (MA),39780,73583,96654,107057,109529,136269
MU,2100832,Apicum-Açu (MA),26169,37002,48608,74032,90648,104336
MU,2100873,Araguanã (MA),21869,28313,41284,56314,64860,77960
MU,2100907,Araioses (MA),83498,146469,166584,189003,234546,269902
MU,2100956,Arame (MA),68196,88156,127550,160678,180057,212474
MU,2101004,Arari (MA),66410,97889,143259,169379,210033,230360
MU,2101103,Axixá (MA),20522,35456,38824,53566,61582,68996
MU,2101202,Bacabal (MA),455592,604030,649420,880682,1017126,1137995
MU,2101251,Bacabeira (MA),119508,103447,292099,264817,281332,339837
MU,2101301,Bacuri (MA),28933,41783,52360,77107,84818,96837
MU,2101350,Bacurituba (MA),11338,14883,22711,22438,28661,35188
MU,2101400,Balsas (MA),839914,1412163,1538704,2525749,2627847,3046413
MU,2101509,Barão de Grajaú (MA),48210,76448,96156,130597,190307,210650
MU,2101608,Barra do Corda (MA),214259,312330,381460,495957,551109,651887
MU,2101707,Barreirinhas (MA),140026,187083,239702,317002,389696,459506
MU,2101731,Belágua (MA),14961,19329,33967,28215,35840,47686
MU,2101772,Bela Vista do Maranhão (MA),23675,30004,41650,52078,59913,79952
MU,2101806,Benedito Leite (MA),13953,16624,20978,25677,34438,39864
MU,2101905,Bequimão (MA),41278,55902,69456,76447,98839,119427
MU,2101939,Bernardo do Mearim (MA),17794,23696,30869,39099,45301,49309
MU,2101970,Boa Vista do Gurupi (MA),16505,24577,31868,38061,55211,61616
MU,2102002,Bom Jardim (MA),109977,138857,178925,219672,244297,303401
MU,2102036,Bom Jesus das Selvas (MA),66693,100041,150370,206777,234594,262621
MU,2102077,Bom Lugar (MA),33315,43085,53226,65701,79867,86132
MU,2102101,Brejo (MA),95931,141450,168753,219982,221320,274984
MU,2102150,Brejo de Areia (MA),27466,32204,43509,44160,52915,52190
MU,2102200,Buriti (MA),72613,103945,126486,130280,153571,187980
MU,2102309,Buriti Bravo (MA),47715,68164,79162,97853,130033,154317
MU,2102325,Buriticupu (MA),179645,224031,308585,386281,473539,497781
MU,2102358,Buritirana (MA),32643,42453,50177,64214,75849,89751
MU,2102374,Cachoeira Grande (MA),16124,23183,29894,37388,49531,57128
MU,2102408,Cajapió (MA),17774,22941,34073,39246,43933,53402
MU,2102507,Cajari (MA),31899,41327,64956,76248,89360,99202
MU,2102556,Campestre do Maranhão (MA),47647,53080,61207,78196,133814,174016
MU,2102606,Cândido Mendes (MA),39524,49693,65530,87383,103628,122252
MU,2102705,Cantanhede (MA),41194,56337,76988,84009,109901,120428
MU,2102754,Capinzal do Norte (MA),30344,40578,56048,63005,82744,131267
MU,2102804,Carolina (MA),96012,148381,148504,230350,285178,309096
MU,2102903,Carutapera (MA),46371,69188,90337,128702,144879,155804
MU,2103000,Caxias (MA),939362,1008316,1087396,1324810,1451640,1714089
MU,2103109,Cedral (MA),19091,26933,35342,47178,54388,63902
MU,2103125,Central do Maranhão (MA),16801,21089,25404,31287,36429,43832
MU,2103158,Centro do Guilherme (MA),20854,25069,42291,55391,62216,71260
MU,2103174,Centro Novo do Maranhão (MA),47040,54136,85312,98971,117381,141156
MU,2103208,Chapadinha (MA),212530,305114,386263,462806,551380,657989
MU,2103257,Cidelândia (MA),49666,62414,74779,98141,129559,128579
MU,2103307,Codó (MA),552919,574952,646580,777227,880433,957336
MU,2103406,Coelho Neto (MA),138625,168044,207509,254515,350541,339183
MU,2103505,Colinas (MA),100080,153325,196933,247566,304072,322630
MU,2103554,Conceição do Lago-Açu (MA),30502,48100,62918,81131,95176,101516
MU,2103604,Coroatá (MA),146870,204164,252313,290776,354079,399404
MU,2103703,Cururupu (MA),76404,105114,123850,157226,183721,216484
MU,2103752,Davinópolis (MA),35059,42957,60377,64720,418091,620435
MU,2103802,Dom Pedro (MA),78186,106060,150743,160229,206382,224413
MU,2103901,Duque Bacelar (MA),19492,30218,37980,43844,56055,68840
MU,2104008,Esperantinópolis (MA),45694,61794,77549,102600,119781,124588
MU,2104057,Estreito (MA),233262,599632,493343,854344,686504,795179
MU,2104073,Feira Nova do Maranhão (MA),19615,30093,40729,47726,82182,65265
MU,2104081,Fernando Falcão (MA),22104,24766,34078,38217,46982,54968
MU,2104099,Formosa da Serra Negra (MA),41238,63781,81979,102543,113576,132156
MU,2104107,Fortaleza dos Nogueiras (MA),59580,100682,89733,122809,125562,142144
MU,2104206,Fortuna (MA),37364,57130,67520,87269,89291,103074
MU,2104305,Godofredo Viana (MA),20597,39515,138965,132739,122213,75964
MU,2104404,Gonçalves Dias (MA),36214,47262,65541,82285,107551,114956
MU,2104503,Governador Archer (MA),22069,28819,37623,48625,64251,67485
MU,2104552,Governador Edison Lobão (MA),99427,93636,157832,221052,272121,262922
MU,2104602,Governador Eugênio Barros (MA),32110,46689,59550,70032,88280,95356
MU,2104628,Governador Luiz Rocha (MA),15618,25008,28538,37175,44583,51068
MU,2104651,Governador Newton Bello (MA),26381,35514,39644,46505,52381,61113
MU,2104677,Governador Nunes Freire (MA),59152,99881,124712,154639,168186,182140
MU,2104701,Graça Aranha (MA),15330,20552,22731,31417,36882,42290
MU,2104800,Grajaú (MA),183492,284611,380704,480883,530213,671916
MU,2104909,Guimarães (MA),25427,35409,43799,56402,62826,82085
MU,2105005,Humberto de Campos (MA),43905,68575,83572,103936,119233,145206
MU,2105104,Icatu (MA),40724,58397,78925,94255,118202,134116
MU,2105153,Igarapé do Meio (MA),103780,69835,110557,164831,122983,159620
MU,2105203,Igarapé Grande (MA),29027,44080,46890,57979,71854,82134
MU,2105302,Imperatriz (MA),1879750,2532274,3262096,5071532,6010806,6599567
MU,2105351,Itaipava do Grajaú (MA),27477,48584,50516,70736,64866,78765
MU,2105401,Itapecuru Mirim (MA),192862,243908,327850,394836,482128,595835
MU,2105427,Itinga do Maranhão (MA),163639,135449,148965,193587,230848,284222
MU,2105450,Jatobá (MA),18626,19915,35167,36581,48820,60056
MU,2105476,Jenipapo dos Vieiras (MA),34556,45878,55439,66392,80687,89444
MU,2105500,João Lisboa (MA),69389,87269,120227,136927,179947,190960
MU,2105609,Joselândia (MA),36783,50744,67054,73540,81379,97798
MU,2105658,Junco do Maranhão (MA),12976,18326,23667,29663,33135,42453
MU,2105708,Lago da Pedra (MA),130481,176619,197408,254077,325781,367937
MU,2105807,Lago do Junco (MA),20844,29363,40200,44187,56901,65940
MU,2105906,Lago Verde (MA),36531,48061,64574,76420,88235,99575
MU,2105922,Lagoa do Mato (MA),20733,35085,40614,45745,61006,75659
MU,2105948,Lago dos Rodrigues (MA),24386,33230,42197,49179,59923,72297
MU,2105963,Lagoa Grande do Maranhão (MA),28378,37523,50026,62387,71234,72409
MU,2105989,Lajeado Novo (MA),19903,29459,34548,40869,53484,70625
MU,2106003,Lima Campos (MA),29730,42730,48215,65479,156075,150725
MU,2106102,Loreto (MA),40513,89647,71357,130094,154107,192188
MU,2106201,Luís Domingues (MA),13357,18125,22023,31729,33374,48206
MU,2106300,Magalhães de Almeida (MA),32822,55576,64959,87819,94846,115788
MU,2106326,Maracaçumé (MA),44766,74682,83324,104023,136500,160611
MU,2106359,Marajá do Sena (MA),24359,32790,40843,51208,47346,50609
MU,2106375,Maranhãozinho (MA),25620,34413,48957,67798,81647,94263
MU,2106409,Mata Roma (MA),41960,58641,76529,82724,103640,122814
MU,2106508,Matinha (MA),51623,62835,82360,100868,129416,155610
MU,2106607,Matões (MA),56848,74754,100301,114635,151744,175042
MU,2106631,Matões do Norte (MA),23176,35056,46762,54844,68371,79462
MU,2106672,Milagres do Maranhão (MA),21326,32740,38980,36764,43703,50207
MU,2106706,Mirador (MA),46113,71214,91431,114832,156196,180197
MU,2106755,Miranda do Norte (MA),43293,96533,223644,251009,462700,488068
MU,2106805,Mirinzal (MA),29745,42938,48842,56916,77271,91228
MU,2106904,Monção (MA),62599,86475,112189,146662,168448,199555
MU,2107001,Montes Altos (MA),25686,31811,36556,44586,53958,62007
MU,2107100,Morros (MA),30041,46000,64652,76106,96239,117368
MU,2107209,Nina Rodrigues (MA),17779,25687,37027,43500,53316,64982
MU,2107258,Nova Colinas (MA),15234,23724,30209,44078,49458,55955
MU,2107308,Nova Iorque (MA),13083,16545,17719,23110,31025,36931
MU,2107357,Nova Olinda do Maranhão (MA),45226,61496,81968,111643,121396,132745
MU,2107407,Olho d'Água das Cunhãs (MA),51821,74123,78923,105181,129896,137418
MU,2107456,Olinda Nova do Maranhão (MA),26033,33185,47698,61015,75958,84820
MU,2107506,Paço do Lumiar (MA),253129,351282,438017,577554,715408,869375
MU,2107605,Palmeirândia (MA),41597,59021,70773,90958,108542,124945
MU,2107704,Paraibano (MA),52356,71313,79041,93677,130239,138698
MU,2107803,Parnarama (MA),71078,103155,125497,145540,195684,200198
MU,2107902,Passagem Franca (MA),44620,58377,70482,82398,109500,128392
MU,2108009,Pastos Bons (MA),41282,66361,81205,114058,161158,190671
MU,2108058,Paulino Neves (MA),24108,36659,50035,63570,73739,106254
MU,2108108,Paulo Ramos (MA),50467,81938,92371,114725,134938,146152
MU,2108207,Pedreiras (MA),205049,263159,289416,343869,426639,564179
MU,2108256,Pedro do Rosário (MA),40094,55895,75851,101084,124442,131434
MU,2108306,Penalva (MA),66232,86261,112979,133268,153678,188144
MU,2108405,Peri Mirim (MA),24604,33729,42851,54562,64421,77182
MU,2108454,Peritoró (MA),47477,84273,92633,115698,142182,183227
MU,2108504,Pindaré-Mirim (MA),103294,109085,134212,178341,372214,283309
MU,2108603,Pinheiro (MA),252718,367102,432657,560518,680963,830416
MU,2108702,Pio XII (MA),58657,78856,91608,107714,135501,147942
MU,2108801,Pirapemas (MA),36503,44611,65098,72358,92782,110708
MU,2108900,Poção de Pedras (MA),60292,71714,99762,106072,118846,136015
MU,2109007,Porto Franco (MA),256085,279947,249945,495838,426117,471752
MU,2109056,Porto Rico do Maranhão (MA),14659,20142,24064,27095,33940,42030
MU,2109106,Presidente Dutra (MA),169922,231782,288677,384182,452610,552913
MU,2109205,Presidente Juscelino (MA),29154,38986,51963,72309,81490,92406
MU,2109239,Presidente Médici (MA),17079,23679,29508,34208,40755,47832
MU,2109270,Presidente Sarney (MA),45541,64217,83660,118089,125989,136332
MU,2109304,Presidente Vargas (MA),20105,28209,36550,46141,55083,58484
MU,2109403,Primeira Cruz (MA),20470,28706,44998,54330,68025,75719
MU,2109452,Raposa (MA),59084,89869,111750,179037,179273,213934
MU,2109502,Riachão (MA),110786,173615,161641,251429,267004,310487
MU,2109551,Ribamar Fiquene (MA),24756,34539,44382,51527,66202,77676
MU,2109601,Rosário (MA),116759,171757,195500,218141,276763,311894
MU,2109700,Sambaíba (MA),72574,116803,98828,184390,217161,216683
MU,2109759,Santa Filomena do Maranhão (MA),17116,22797,29078,37283,40179,47292
MU,2109809,Santa Helena (MA),79453,106824,143936,192086,222823,279770
MU,2109908,Santa Inês (MA),411612,589718,693055,887122,1142442,1225219
MU,2110005,Santa Luzia (MA),215616,279994,420137,466942,466994,547867
MU,2110039,Santa Luzia do Paruá (MA),69576,105960,145228,242749,210468,202206
MU,2110104,Santa Quitéria do Maranhão (MA),58855,103992,111018,117525,149720,163450
MU,2110203,Santa Rita (MA),74050,105371,131841,161435,240548,269333
MU,2110237,Santana do Maranhão (MA),18963,30533,36204,45812,51743,58242
MU,2110278,Santo Amaro do Maranhão (MA),18402,27490,36411,52859,65783,81237
MU,2110302,Santo Antônio dos Lopes (MA),40905,63725,86264,1805433,921936,1613453
MU,2110401,São Benedito do Rio Preto (MA),35058,43684,63764,65313,88553,111562
MU,2110500,São Bento (MA),86917,130212,139758,179096,228873,257972
MU,2110609,São Bernardo (MA),75455,116969,134041,202670,230061,248693
MU,2110658,São Domingos do Azeitão (MA),40503,82643,77423,169252,155677,173557
MU,2110708,São Domingos do Maranhão (MA),91639,128280,182077,213510,267462,270102
MU,2110807,São Félix de Balsas (MA),11618,16878,22273,32058,36323,48009
MU,2110856,São Francisco do Brejão (MA),30509,38036,55350,63837,84776,95825
MU,2110906,São Francisco do Maranhão (MA),23041,33378,33264,49074,58795,72236
MU,2111003,São João Batista (MA),44831,40473,65200,89157,102406,123749
MU,2111029,São João do Carú (MA),41548,48484,67795,76968,83392,85662
MU,2111052,São João do Paraíso (MA),38060,53351,62973,70790,108561,117176
MU,2111078,São João do Soter (MA),31129,41329,56943,65766,79645,94965
MU,2111102,São João dos Patos (MA),79341,115541,134500,176905,222105,263960
MU,2111201,São José de Ribamar (MA),518576,645369,933629,1364988,1712555,1996204
MU,2111250,São José dos Basílios (MA),18045,25295,30199,35292,42025,52386
MU,2111300,São Luís (MA),11395641,14775476,19952970,23134440,26798107,29727650
MU,2111409,São Luís Gonzaga do Maranhão (MA),59026,79850,93936,121434,134251,127313
MU,2111508,São Mateus do Maranhão (MA),78913,133257,161845,207011,264211,371269
MU,2111532,São Pedro da Água Branca (MA),30750,42578,53463,71771,76059,95467
MU,2111573,São Pedro dos Crentes (MA),17048,27308,31273,39948,46755,51872
MU,2111607,São Raimundo das Mangabeiras (MA),143412,252348,229592,258214,352517,386359
MU,2111631,São Raimundo do Doca Bezerra (MA),12944,16732,25703,26724,32047,35583
MU,2111672,São Roberto (MA),11589,17229,28042,28614,34346,43246
MU,2111706,São Vicente Ferrer (MA),48125,63638,78415,104997,114836,132451
MU,2111722,Satubinha (MA),18672,25619,34378,45409,57617,66492
